date,Close,Return,Quarter
13/10/2008,4180.700195,0.056,Q4
14/10/2008,4335.200195,0.037,Q4
15/10/2008,4300,-0.008,Q4
16/10/2008,4013.399902,-0.067,Q4
17/10/2008,3970.800049,-0.011,Q4
20/10/2008,4142.299805,0.043,Q4
21/10/2008,4302.5,0.039,Q4
22/10/2008,4156.100098,-0.034,Q4
23/10/2008,3974.399902,-0.044,Q4
24/10/2008,3869.399902,-0.026,Q4
27/10/2008,3809.199951,-0.016,Q4
28/10/2008,3794.600098,-0.004,Q4
29/10/2008,3845.600098,0.013,Q4
30/10/2008,4001.100098,0.04,Q4
31/10/2008,4018,0.004,Q4
3/11/2008,4221.5,0.051,Q4
4/11/2008,4215.100098,-0.002,Q4
5/11/2008,4336.600098,0.029,Q4
6/11/2008,4149.700195,-0.043,Q4
7/11/2008,4051.300049,-0.024,Q4
10/11/2008,4107.799805,0.014,Q4
11/11/2008,3960.899902,-0.036,Q4
12/11/2008,3927.300049,-0.008,Q4
13/11/2008,3697.300049,-0.059,Q4
14/11/2008,3748.100098,0.014,Q4
17/11/2008,3653,-0.025,Q4
18/11/2008,3523.199951,-0.036,Q4
19/11/2008,3499.600098,-0.007,Q4
20/11/2008,3352.899902,-0.042,Q4
21/11/2008,3416.5,0.019,Q4
24/11/2008,3425.100098,0.003,Q4
25/11/2008,3623.399902,0.058,Q4
26/11/2008,3540,-0.023,Q4
27/11/2008,3588,0.014,Q4
28/11/2008,3742.5,0.043,Q4
1/12/2008,3681.199951,-0.016,Q4
2/12/2008,3528.199951,-0.042,Q4
3/12/2008,3533.800049,0.002,Q4
4/12/2008,3532.399902,0,Q4
5/12/2008,3489.899902,-0.012,Q4
8/12/2008,3631.600098,0.041,Q4
9/12/2008,3604.300049,-0.008,Q4
10/12/2008,3640.699951,0.01,Q4
11/12/2008,3598,-0.012,Q4
12/12/2008,3510.399902,-0.024,Q4
15/12/2008,3591.399902,0.023,Q4
16/12/2008,3556.199951,-0.01,Q4
17/12/2008,3570.600098,0.004,Q4
18/12/2008,3581.199951,0.003,Q4
19/12/2008,3615.699951,0.01,Q4
22/12/2008,3557.399902,-0.016,Q4
23/12/2008,3531.399902,-0.007,Q4
24/12/2008,3582.199951,0.014,Q4
26/12/2008,3582.199951,0,Q4
29/12/2008,3621.100098,0.011,Q4
30/12/2008,3654.199951,0.009,Q4
31/12/2008,3722.300049,0.019,Q4
2/1/2009,3713.800049,-0.002,Q1
5/1/2009,3687,-0.007,Q1
6/1/2009,3742.699951,0.015,Q1
7/1/2009,3779.699951,0.01,Q1
8/1/2009,3694.300049,-0.023,Q1
9/1/2009,3735.699951,0.011,Q1
12/1/2009,3683.300049,-0.014,Q1
13/1/2009,3654.600098,-0.008,Q1
14/1/2009,3687,0.009,Q1
15/1/2009,3529.5,-0.043,Q1
16/1/2009,3550.899902,0.006,Q1
19/1/2009,3589.300049,0.011,Q1
20/1/2009,3476.600098,-0.031,Q1
21/1/2009,3442.800049,-0.01,Q1
22/1/2009,3486.800049,0.013,Q1
23/1/2009,3342.699951,-0.041,Q1
27/1/2009,3444,0.03,Q1
28/1/2009,3495.5,0.015,Q1
29/1/2009,3526.199951,0.009,Q1
30/1/2009,3540.699951,0.004,Q1
2/2/2009,3497.399902,-0.012,Q1
3/2/2009,3508.699951,0.003,Q1
4/2/2009,3437.899902,-0.02,Q1
5/2/2009,3428.600098,-0.003,Q1
6/2/2009,3469.899902,0.012,Q1
9/2/2009,3508.600098,0.011,Q1
10/2/2009,3488.699951,-0.006,Q1
11/2/2009,3474.399902,-0.004,Q1
12/2/2009,3514.300049,0.011,Q1
13/2/2009,3559.100098,0.013,Q1
16/2/2009,3516.899902,-0.012,Q1
17/2/2009,3464.300049,-0.015,Q1
18/2/2009,3413.199951,-0.015,Q1
19/2/2009,3448.899902,0.01,Q1
20/2/2009,3402.399902,-0.013,Q1
23/2/2009,3351.199951,-0.015,Q1
24/2/2009,3331.600098,-0.006,Q1
25/2/2009,3327.5,-0.001,Q1
26/2/2009,3345.5,0.005,Q1
27/2/2009,3344.5,0,Q1
2/3/2009,3250.100098,-0.028,Q1
3/3/2009,3219.199951,-0.01,Q1
4/3/2009,3166.399902,-0.016,Q1
5/3/2009,3188.5,0.007,Q1
6/3/2009,3145.5,-0.013,Q1
9/3/2009,3154.5,0.003,Q1
10/3/2009,3184.5,0.01,Q1
11/3/2009,3244.399902,0.019,Q1
12/3/2009,3235.5,-0.003,Q1
13/3/2009,3345.199951,0.034,Q1
16/3/2009,3348.399902,0.001,Q1
17/3/2009,3451.899902,0.031,Q1
18/3/2009,3446.300049,-0.002,Q1
19/3/2009,3480.199951,0.01,Q1
20/3/2009,3465.800049,-0.004,Q1
23/3/2009,3550.300049,0.024,Q1
24/3/2009,3580,0.008,Q1
25/3/2009,3609.300049,0.008,Q1
26/3/2009,3646.600098,0.01,Q1
27/3/2009,3672.300049,0.007,Q1
30/3/2009,3604.399902,-0.018,Q1
31/3/2009,3582.100098,-0.006,Q1
1/4/2009,3579.699951,-0.001,Q2
2/4/2009,3680.199951,0.028,Q2
3/4/2009,3735.600098,0.015,Q2
6/4/2009,3756.600098,0.006,Q2
7/4/2009,3706.300049,-0.013,Q2
8/4/2009,3619.5,-0.023,Q2
9/4/2009,3671.600098,0.014,Q2
14/4/2009,3752.899902,0.022,Q2
15/4/2009,3747.5,-0.001,Q2
16/4/2009,3775.699951,0.008,Q2
17/4/2009,3776.699951,0,Q2
20/4/2009,3769,-0.002,Q2
21/4/2009,3677.399902,-0.024,Q2
22/4/2009,3668.199951,-0.003,Q2
23/4/2009,3743,0.02,Q2
24/4/2009,3712.300049,-0.008,Q2
27/4/2009,3731.600098,0.005,Q2
28/4/2009,3708.399902,-0.006,Q2
29/4/2009,3695.300049,-0.004,Q2
30/4/2009,3780.5,0.023,Q2
1/5/2009,3769.600098,-0.003,Q2
4/5/2009,3883,0.03,Q2
5/5/2009,3890.399902,0.002,Q2
6/5/2009,3867.100098,-0.006,Q2
7/5/2009,3938.699951,0.019,Q2
8/5/2009,3941.699951,0.001,Q2
11/5/2009,3926,-0.004,Q2
12/5/2009,3877.199951,-0.012,Q2
13/5/2009,3856.100098,-0.005,Q2
14/5/2009,3723.399902,-0.034,Q2
15/5/2009,3773.199951,0.013,Q2
18/5/2009,3735.600098,-0.01,Q2
19/5/2009,3817.300049,0.022,Q2
20/5/2009,3824.600098,0.002,Q2
21/5/2009,3813.899902,-0.003,Q2
22/5/2009,3761.600098,-0.014,Q2
25/5/2009,3737.899902,-0.006,Q2
26/5/2009,3788.399902,0.014,Q2
27/5/2009,3801.100098,0.003,Q2
28/5/2009,3755.699951,-0.012,Q2
29/5/2009,3818,0.017,Q2
1/6/2009,3894.399902,0.02,Q2
2/6/2009,3955.300049,0.016,Q2
3/6/2009,4017.199951,0.016,Q2
4/6/2009,3934.600098,-0.021,Q2
5/6/2009,3971.199951,0.009,Q2
8/6/2009,3971.199951,0,Q2
9/6/2009,3934.899902,-0.009,Q2
10/6/2009,4024.399902,0.023,Q2
11/6/2009,4047.199951,0.006,Q2
12/6/2009,4062.199951,0.004,Q2
15/6/2009,4031.699951,-0.008,Q2
16/6/2009,3962.5,-0.017,Q2
17/6/2009,3904.100098,-0.015,Q2
18/6/2009,3892.100098,-0.003,Q2
19/6/2009,3899.600098,0.002,Q2
22/6/2009,3918.199951,0.005,Q2
23/6/2009,3796.899902,-0.031,Q2
24/6/2009,3807,0.003,Q2
25/6/2009,3856,0.013,Q2
26/6/2009,3903.800049,0.012,Q2
29/6/2009,3886.899902,-0.004,Q2
30/6/2009,3954.899902,0.017,Q2
1/7/2009,3874,-0.02,Q3
2/7/2009,3877.300049,0.001,Q3
3/7/2009,3828.199951,-0.013,Q3
6/7/2009,3783.699951,-0.012,Q3
7/7/2009,3766.899902,-0.004,Q3
8/7/2009,3767.899902,0,Q3
9/7/2009,3763.300049,-0.001,Q3
10/7/2009,3794.100098,0.008,Q3
13/7/2009,3737.5,-0.015,Q3
14/7/2009,3867.100098,0.035,Q3
15/7/2009,3924.5,0.015,Q3
16/7/2009,3995.600098,0.018,Q3
17/7/2009,4000.800049,0.001,Q3
20/7/2009,4050.300049,0.012,Q3
21/7/2009,4050.699951,0,Q3
22/7/2009,4068.5,0.004,Q3
23/7/2009,4064.100098,-0.001,Q3
24/7/2009,4089.800049,0.006,Q3
27/7/2009,4139.600098,0.012,Q3
28/7/2009,4169.5,0.007,Q3
29/7/2009,4142.799805,-0.006,Q3
30/7/2009,4190.5,0.012,Q3
31/7/2009,4244,0.013,Q3
3/8/2009,4263.399902,0.005,Q3
4/8/2009,4309.299805,0.011,Q3
5/8/2009,4264.5,-0.01,Q3
6/8/2009,4326.299805,0.014,Q3
7/8/2009,4299.399902,-0.006,Q3
10/8/2009,4304.100098,0.001,Q3
11/8/2009,4332,0.006,Q3
12/8/2009,4343.100098,0.003,Q3
13/8/2009,4435.899902,0.021,Q3
14/8/2009,4461,0.006,Q3
17/8/2009,4388.399902,-0.016,Q3
18/8/2009,4381.600098,-0.002,Q3
19/8/2009,4373.799805,-0.002,Q3
20/8/2009,4377.5,0.001,Q3
21/8/2009,4290.600098,-0.02,Q3
24/8/2009,4426.100098,0.032,Q3
25/8/2009,4405.799805,-0.005,Q3
26/8/2009,4454.5,0.011,Q3
27/8/2009,4450.799805,-0.001,Q3
28/8/2009,4489.600098,0.009,Q3
31/8/2009,4479.100098,-0.002,Q3
1/9/2009,4514.600098,0.008,Q3
2/9/2009,4438.200195,-0.017,Q3
3/9/2009,4429.600098,-0.002,Q3
4/9/2009,4435.5,0.001,Q3
7/9/2009,4454.399902,0.004,Q3
8/9/2009,4523.799805,0.016,Q3
9/9/2009,4522.200195,0,Q3
10/9/2009,4570.799805,0.011,Q3
11/9/2009,4596.100098,0.006,Q3
14/9/2009,4531.100098,-0.014,Q3
15/9/2009,4540.299805,0.002,Q3
16/9/2009,4650.399902,0.024,Q3
17/9/2009,4714.899902,0.014,Q3
18/9/2009,4693.200195,-0.005,Q3
21/9/2009,4677.399902,-0.003,Q3
22/9/2009,4663.700195,-0.003,Q3
23/9/2009,4734.100098,0.015,Q3
24/9/2009,4701.200195,-0.007,Q3
25/9/2009,4713.299805,0.003,Q3
28/9/2009,4677.399902,-0.008,Q3
29/9/2009,4753.100098,0.016,Q3
30/9/2009,4743.600098,-0.002,Q3
1/10/2009,4701.100098,-0.009,Q4
2/10/2009,4601.700195,-0.021,Q4
5/10/2009,4573.299805,-0.006,Q4
6/10/2009,4591.600098,0.004,Q4
7/10/2009,4695.700195,0.023,Q4
8/10/2009,4768.600098,0.016,Q4
9/10/2009,4752.899902,-0.003,Q4
12/10/2009,4739.799805,-0.003,Q4
13/10/2009,4785.700195,0.01,Q4
14/10/2009,4831.100098,0.009,Q4
15/10/2009,4859.899902,0.006,Q4
16/10/2009,4836.399902,-0.005,Q4
19/10/2009,4792.799805,-0.009,Q4
20/10/2009,4846.200195,0.011,Q4
21/10/2009,4838.600098,-0.002,Q4
22/10/2009,4812.799805,-0.005,Q4
23/10/2009,4859.399902,0.01,Q4
26/10/2009,4830.299805,-0.006,Q4
27/10/2009,4753.5,-0.016,Q4
28/10/2009,4685.100098,-0.014,Q4
29/10/2009,4574.700195,-0.024,Q4
30/10/2009,4643.200195,0.015,Q4
2/11/2009,4540.399902,-0.022,Q4
3/11/2009,4531.5,-0.002,Q4
4/11/2009,4540.100098,0.002,Q4
5/11/2009,4508,-0.007,Q4
6/11/2009,4594,0.019,Q4
9/11/2009,4674.899902,0.018,Q4
10/11/2009,4733.600098,0.013,Q4
11/11/2009,4757,0.005,Q4
12/11/2009,4747.899902,-0.002,Q4
13/11/2009,4706.399902,-0.009,Q4
16/11/2009,4755.200195,0.01,Q4
17/11/2009,4729.399902,-0.005,Q4
18/11/2009,4739,0.002,Q4
19/11/2009,4749.200195,0.002,Q4
20/11/2009,4685.799805,-0.013,Q4
23/11/2009,4717,0.007,Q4
24/11/2009,4685,-0.007,Q4
25/11/2009,4722.200195,0.008,Q4
26/11/2009,4708.600098,-0.003,Q4
27/11/2009,4572.100098,-0.029,Q4
30/11/2009,4701.399902,0.028,Q4
1/12/2009,4719,0.004,Q4
2/12/2009,4762.399902,0.009,Q4
3/12/2009,4774.600098,0.003,Q4
4/12/2009,4702.200195,-0.015,Q4
7/12/2009,4676.5,-0.005,Q4
8/12/2009,4670.600098,-0.001,Q4
9/12/2009,4637.899902,-0.007,Q4
10/12/2009,4606.700195,-0.007,Q4
11/12/2009,4635.200195,0.006,Q4
14/12/2009,4654,0.004,Q4
15/12/2009,4673.5,0.004,Q4
16/12/2009,4661.899902,-0.002,Q4
17/12/2009,4670.299805,0.002,Q4
18/12/2009,4650.5,-0.004,Q4
21/12/2009,4635.100098,-0.003,Q4
22/12/2009,4704.200195,0.015,Q4
23/12/2009,4739.299805,0.007,Q4
24/12/2009,4790.899902,0.011,Q4
29/12/2009,4845.100098,0.011,Q4
30/12/2009,4833.299805,-0.002,Q4
31/12/2009,4870.600098,0.008,Q4
4/1/2010,4876.299805,0.001,Q1
5/1/2010,4924.299805,0.01,Q1
6/1/2010,4921.399902,-0.001,Q1
7/1/2010,4899.399902,-0.004,Q1
8/1/2010,4912.100098,0.003,Q1
11/1/2010,4950.700195,0.008,Q1
12/1/2010,4899.5,-0.01,Q1
13/1/2010,4868.100098,-0.006,Q1
14/1/2010,4898,0.006,Q1
15/1/2010,4899.600098,0,Q1
18/1/2010,4911.100098,0.002,Q1
19/1/2010,4861.200195,-0.01,Q1
20/1/2010,4868.200195,0.001,Q1
21/1/2010,4827.200195,-0.008,Q1
22/1/2010,4750.600098,-0.016,Q1
25/1/2010,4717.899902,-0.007,Q1
27/1/2010,4644.600098,-0.016,Q1
28/1/2010,4673.299805,0.006,Q1
29/1/2010,4569.600098,-0.022,Q1
1/2/2010,4524.100098,-0.01,Q1
2/2/2010,4605.299805,0.018,Q1
3/2/2010,4647.899902,0.009,Q1
4/2/2010,4621.600098,-0.006,Q1
